,0,1,2,3,4,5,6,7,8,9
0,0.5611017531534669,0.6465850366363064,4.978786774013869,0.6384582098682742,0.009281790649904309,0.8459106177767437,0.7594571844582559,0.7793669120912351,0.38158337194622094,0.009292599897454346
1,0.1983727541303687,0.42881951116526096,8.011468178096395,0.44957900292964337,0.5290362219925544,0.5557438762007646,0.813659088796194,0.21337756970402666,0.2879392193399466,0.6797923529566336
2,0.5355717179731594,0.44590735991986064,1.5392706012703217,0.3772521225796095,0.46313925556618885,0.9403309743697286,0.8748998223974085,0.21659573679338096,0.3291692140820027,0.2023095945711718
3,0.7228055947163938,0.1951316182828018,4.579313052494117,0.46219082687805724,0.8178937875701701,0.601210161028712,0.7689777961873201,0.045116527819973995,0.22868409161282421,0.2947570713785337
4,0.5973008704650935,0.5953574050647779,3.1836190559543343,0.35446333928787377,0.9402628661963729,0.5557572047753473,0.8915115563714627,0.3460846920688916,0.37854926834741165,0.4341055966008074
5,0.5002389722891356,0.3889869266069753,4.667663958386045,0.6432302876770284,0.9385247076896907,0.45692918511279645,0.7688397559484899,0.9018019551834338,0.24127479226588666,0.16432849295636065
6,0.5119854541322819,0.42781830106500907,1.0924011262809152,0.15492543595256558,0.6046287582014518,0.13409139919009816,0.35279178544552825,0.20635543624609576,0.4831575862708293,0.5375185234866844
7,0.970887258825274,0.3445905022078358,1.0570351813048584,0.5626536598736195,0.6646149301137674,0.7757189312873078,0.12681266837517324,0.7283860600795075,0.005021783527207391,0.6790401634978206
8,0.9331806844638246,0.48089383995961,6.5432113688177385,0.0463859876799434,0.8813128335642603,0.2766846199049755,0.9191315319060689,0.40880982367606755,0.05223648652497892,0.9181814880417908
9,0.6473332646390517,0.8263186848273747,0.27283361636022296,0.512611239975336,0.9655869130588102,0.5952086804966666,0.48663612053187777,0.7424115293479128,0.14698127688287355,0.017366119694424254
